ID,Response
50883,0.2491704174086627
50884,0.3296494047104409
50885,0.2914606994899846
50886,0.28881103829960325
50887,0.19766404380137254
50888,0.27125857229806216
50889,0.34583373300438114
50890,0.31184380693835545
50891,0.36333915495601
50892,0.38829395425025215
50893,0.2095429045936174
50894,0.29637868382104704
50895,0.2859510802069049
50896,0.31690537501641297
50897,0.3012720743167153
50898,0.31982954748908166
50899,0.2103585924923504
50900,0.3392096360219286
50901,0.2562706379155942
50902,0.26076827078781417
50903,0.22643445933403572
50904,0.323520212571519
50905,0.35137537783121886
50906,0.2736048439953115
50907,0.2414625224884898
50908,0.1817203122744746
50909,0.2689961688824507
50910,0.2896469606358336
50911,0.3488956616149032
50912,0.3672066720829762
50913,0.25572208580640693
50914,0.3110596769531969
50915,0.28676626238959735
50916,0.2752417229748419
50917,0.3706006571098743
50918,0.3306307354033525
50919,0.30084347388856447
50920,0.2801963350951288
50921,0.3397627104371154
50922,0.237010630664671
50923,0.2828193784388325
50924,0.2397264463993693
50925,0.3097232826638394
50926,0.2929062608683984
50927,0.36023263743257944
50928,0.29395846677886883
50929,0.32580517548534277
50930,0.2771360830366663
50931,0.28661830623048007
50932,0.3591399333704439
50933,0.34158380630348556
50934,0.29499154313653647
50935,0.333272557458672
50936,0.34007623900069495
50937,0.34772803434489036
50938,0.18568684976084493
50939,0.32449690548305954
50940,0.3209523358803032
50941,0.32000672495341154
50942,0.35628780300078244
50943,0.24955679418694926
50944,0.30883373546383497
50945,0.2423783288527966
50946,0.3613729586869975
50947,0.28809760561888964
50948,0.31776942502635935
50949,0.3161419465969012
50950,0.28223973704983446
50951,0.2793056954467489
50952,0.3878111852002039
50953,0.3044591798185591
50954,0.31542913957122687
50955,0.3039270917276883
50956,0.2582741332742418
50957,0.11071259858734113
50958,0.2883103015816331
50959,0.11028269759184646
50960,0.30514415598094746
50961,0.3242762308847028
50962,0.2968299509266482
50963,0.33887009018862874
50964,0.34232043860563205
50965,0.4386422188000437
50966,0.3110155446098189
50967,0.2926152153816285
50968,0.30664394916736243
50969,0.29913761343161943
50970,0.29335365095665655
50971,0.25860444386109716
50972,0.28564698055590626
50973,0.1995686149653313
50974,0.29188182194858114
50975,0.3825449962606374
50976,0.3190640166650879
50977,0.18786025758076086
50978,0.3336532255740218
50979,0.18408430622392016
50980,0.3303864398604176
50981,0.3334598590233444
50982,0.27939377097958035
50983,0.24521376464883948
50984,0.3108332002247648
50985,0.3282849160021028
50986,0.2769913175802808
50987,0.233906859133392
50988,0.3383907934436303
50989,0.11416198102676663
50990,0.23077712584107224
50991,0.30406081879762004
50992,0.34332626194534066
50993,0.1939789363244428
50994,0.2820568950127321
50995,0.2811218322705299
50996,0.11447483805682442
50997,0.2950363511897023
50998,0.18265992145116683
50999,0.11341975566704302
51000,0.30760902905761006
51001,0.3054661447774751
51002,0.3134256647742719
51003,0.41369254505731856
51004,0.3813511510626927
51005,0.3808731622701358
51006,0.3397865481768451
51007,0.4217269580564304
51008,0.32845050665633735
51009,0.28354360319111577
51010,0.317275347240218
51011,0.3493937675786526
51012,0.2754874437909793
51013,0.315202930212606
51014,0.27169814406943954
51015,0.2530860793144358
51016,0.1151146214614563
51017,0.12655116066428185
51018,0.2918520770109817
51019,0.2957922545151992
51020,0.3548631379117416
51021,0.365412468396192
51022,0.30870252947503884
51023,0.2677404915071898
51024,0.1890225058951927
51025,0.32995870657791954
51026,0.2850011572237519
51027,0.2929020081685664
51028,0.3211473962220041
51029,0.2429221158283307
51030,0.2977888162640655
51031,0.2988272068176205
51032,0.32917064482015795
51033,0.14861635163298717
51034,0.2403536708682373
51035,0.29415941277861296
51036,0.25135296398435975
51037,0.29705514194549065
51038,0.29433222427065914
51039,0.31183741350613825
51040,0.3024090846250569
51041,0.2097546349950612
51042,0.20768587938524616
51043,0.2747600010623607
51044,0.31281294914430224
51045,0.3071441097083915
51046,0.266335829262712
51047,0.24581545593010462
51048,0.20385943687499136
51049,0.24913675198622104
51050,0.3163792619893485
51051,0.30779863347557007
51052,0.31990872357647077
51053,0.1113489267940611
51054,0.2051406468865371
51055,0.3896028012224888
51056,0.23038276886165615
51057,0.2506783488595232
51058,0.3126893883695788
51059,0.35845400227428553
51060,0.3693051641851369
51061,0.3546026383047731
51062,0.3434712595786028
51063,0.3145010947022212
51064,0.3366248764008781
51065,0.29135851141378427
51066,0.3513537829295593
51067,0.24244650543566632
51068,0.2739620928549304
51069,0.3306982285207967
51070,0.24863155524604846
51071,0.2876862417954529
51072,0.1946486172298389
51073,0.26977985105007185
51074,0.3163323609825919
51075,0.11148044591864203
51076,0.28521678532824124
51077,0.31141366776501556
51078,0.24612859152342664
51079,0.3083428036548099
51080,0.29282953294603087
51081,0.31232591996500814
51082,0.3022552383812919
51083,0.2690776697617708
51084,0.16445815923063997
51085,0.3467397656350307
51086,0.30906208417789943
51087,0.2592429475450477
51088,0.1115125555792715
51089,0.27157389889422356
51090,0.3087860731693066
51091,0.3255914779996611
51092,0.1298559637944783
51093,0.23296971731422503
51094,0.2747767999852229
51095,0.198078365733564
51096,0.3120749579964248
51097,0.1997344418993284
51098,0.31492612084789356
51099,0.3406035141672689
51100,0.2812876652908908
51101,0.29435804496592033
51102,0.2709248355411
51103,0.2708552700363489
51104,0.11043397313571864
51105,0.3162121277822376
51106,0.18542582055209395
51107,0.27826710539738997
51108,0.2786081033503186
51109,0.276961143841657
51110,0.30179009636925025
51111,0.2850910562799232
51112,0.28120630038704925
51113,0.2641832376640162
51114,0.2662432713170081
51115,0.2881311145408287
51116,0.2833150230546403
51117,0.2513778931219135
51118,0.24185352227629311
51119,0.3016179298178356
51120,0.3353838266317978
51121,0.11440244432897351
51122,0.28436353108751744
51123,0.3296902801806564
51124,0.2858127986712515
51125,0.3462696472814254
51126,0.28891291181004053
51127,0.32377799575664545
51128,0.3083532871401931
51129,0.26711544797162307
51130,0.2765045457282672
51131,0.2880070776242688
51132,0.3066636451808398
51133,0.3697370220300936
51134,0.19107828462060383
51135,0.3723156188166151
51136,0.34926112932266057
51137,0.28818745262953077
51138,0.2900121619167544
51139,0.34082444660590827
51140,0.27308639216903613
51141,0.3335379324302152
51142,0.2721886524169421
51143,0.112571279410726
51144,0.23243178847351662
51145,0.19924800143903032
51146,0.30499844855088815
51147,0.21260158537318988
51148,0.2515259789252064
51149,0.15849379797826807
51150,0.35321168895690047
51151,0.27730928696711404
51152,0.31317829702227257
51153,0.25110286374810353
51154,0.36064893732978487
51155,0.3213727211788949
51156,0.21960837252590126
51157,0.3450529055604193
51158,0.23040415312362664
51159,0.28454393822192625
51160,0.30878562925883013
51161,0.35158545898055893
51162,0.33599421714529926
51163,0.2797711051272156
51164,0.2885460011475941
51165,0.3024204589812957
51166,0.1343199718107004
51167,0.303612125151468
51168,0.3051431517699947
51169,0.21149419622547033
