iter	Logloss
0	0.6616338032
1	0.6474667016
2	0.6272532056
3	0.6121095119
4	0.6039223348
5	0.5861883666
6	0.5734124509
7	0.5629545835
8	0.5537243876
9	0.5446560446
10	0.5395165885
11	0.5342980919
12	0.526934458
13	0.519929553
14	0.5143425693
15	0.5058553542
16	0.5031127344
17	0.4997364597
18	0.4952202107
19	0.4899943638
20	0.4874481341
21	0.4836782568
22	0.4797549176
23	0.4773506659
24	0.4755366829
25	0.4726439828
26	0.4707997015
27	0.468826263
28	0.4677688102
29	0.4664947865
30	0.4653873445
31	0.4629476726
32	0.4598467814
33	0.4584050557
34	0.4563954023
35	0.4545969871
36	0.4525443408
37	0.4519271499
38	0.4511766417
39	0.4506128522
40	0.4496183947
41	0.4489823335
42	0.4479954333
43	0.4466919502
44	0.4425599879
45	0.441636739
46	0.440776276
47	0.4401629899
48	0.4386408745
49	0.4370829859
50	0.4365940111
51	0.4351547485
52	0.4346709884
53	0.4330936973
54	0.4323864755
55	0.4317345224
56	0.4299630302
57	0.4296868526
58	0.4287184525
59	0.4282900431
60	0.4277874208
61	0.4267024276
62	0.4261158156
63	0.4250371988
64	0.4246757165
65	0.4236302912
66	0.4228144024
67	0.4224001903
68	0.4221268711
69	0.4216204923
70	0.4213103081
71	0.4202085886
72	0.4199867569
73	0.4188389717
74	0.4180565583
75	0.4167353732
76	0.4165039046
77	0.4161979252
78	0.415613064
79	0.4152005481
80	0.4148282872
81	0.4145793245
82	0.4136806131
83	0.4124195018
84	0.41196361
85	0.4113568039
86	0.4105657949
87	0.4102678254
88	0.4098776505
89	0.4094554636
90	0.4092975954
91	0.4088230566
92	0.4083459048
93	0.4078360133
94	0.4077367281
95	0.4070957707
96	0.4070004909
97	0.4069103932
98	0.4067863509
99	0.4066278887
100	0.4058994194
101	0.4056849958
102	0.405255665
103	0.4050237744
104	0.4043631069
105	0.4038358094
106	0.4033146022
107	0.4031386795
108	0.4029802434
109	0.4027944503
110	0.4026110688
111	0.4021127225
112	0.4015019635
113	0.4010077951
114	0.4009391101
115	0.4007103545
116	0.400480385
117	0.4002505367
118	0.4001547545
119	0.3994582074
120	0.3993389489
121	0.3988218043
122	0.398536752
123	0.3981214988
124	0.3979113518
125	0.3975032937
126	0.3973601151
127	0.3971689549
128	0.3970280038
129	0.3969316922
130	0.396804066
131	0.3965589911
132	0.3962999451
